item_pedido_id,pedido_id,produto_id,quantidade,valor_unitario,desconto,custo_produto
673,397,136,4,1135.94,0.0,531.16
674,397,50,1,1959.37,0.0,1210.65
675,398,155,1,514.03,0.0,246.82
676,399,5,1,1814.77,0.0,879.14
677,400,82,2,348.59,0.0,233.79
678,400,110,4,370.66,0.0,261.98
679,400,126,2,258.32,0.0,135.69
680,401,22,3,1656.33,0.0,974.93
681,401,191,3,449.7,0.0,329.73
682,401,190,3,211.2,0.0,93.15
683,402,25,5,1780.3,0.0,921.25
684,403,195,2,1262.73,369.89,998.94
685,404,27,3,1540.8,0.0,825.81
686,404,119,3,1743.46,0.0,764.22
687,405,94,1,1824.03,0.0,1151.49
688,405,138,1,1358.21,0.0,571.38
689,406,186,1,283.97,0.0,121.34
690,407,190,1,211.2,0.0,93.15
691,408,182,5,205.62,236.67,146.11
692,409,36,3,631.0,0.0,410.1
693,409,106,2,1387.22,0.0,988.49
694,409,132,3,481.94,0.0,268.63
695,410,51,3,916.53,203.15,622.22
696,411,12,1,189.4,0.0,115.44
697,411,160,3,1301.86,0.0,988.45
698,411,63,3,1905.36,0.0,1490.14
699,412,100,5,21.34,22.11,9.5
700,413,130,1,1026.46,54.8,684.18
701,414,180,2,376.07,0.0,239.65
702,415,8,1,1132.93,0.0,657.5
703,415,128,1,669.04,0.0,385.97
704,416,33,5,1699.17,0.0,1092.46
705,417,23,1,1754.74,0.0,904.77
706,418,82,2,348.59,0.0,233.79
707,418,181,5,1918.34,0.0,1274.22
708,419,102,5,1321.27,0.0,743.25
709,420,123,5,1833.93,0.0,748.85
710,420,11,5,443.59,0.0,309.23
711,421,153,1,1917.53,0.0,1273.36
712,421,109,3,137.41,0.0,101.71
713,421,132,2,481.94,0.0,268.63
714,421,109,2,137.41,0.0,101.71
715,422,2,2,837.19,0.0,642.75
716,423,25,2,1780.3,0.0,921.25
717,424,163,3,1692.17,0.0,1235.37
718,425,132,4,481.94,0.0,268.63
719,425,64,4,834.47,0.0,553.62
720,425,168,3,1383.69,0.0,772.94
721,426,151,3,1890.0,0.0,1450.48
722,427,187,5,1812.15,0.0,1098.72
723,428,138,2,1358.21,0.0,571.38
724,429,117,1,1115.53,135.59,837.06
725,430,188,1,1304.63,0.0,906.36
726,431,198,4,975.1,0.0,592.6
727,431,52,1,758.6,0.0,349.5
728,431,133,4,1117.69,0.0,811.11
729,432,37,4,1546.53,0.0,654.92
730,433,78,3,1120.7,0.0,587.05
731,434,188,3,1304.63,0.0,906.36
732,434,63,1,1905.36,0.0,1490.14
733,434,173,4,690.68,0.0,376.23
734,434,141,4,803.29,0.0,419.39
735,435,110,3,370.66,0.0,261.98
736,436,181,4,1918.34,0.0,1274.22
737,437,112,4,1079.04,0.0,485.89
738,438,151,1,1890.0,0.0,1450.48
739,439,96,2,1599.38,0.0,1029.16
740,439,183,4,1244.16,0.0,704.79
741,440,33,2,1699.17,0.0,1092.46
742,441,139,1,724.92,0.0,563.55
743,442,200,2,339.29,0.0,230.5
744,443,177,4,1162.25,0.0,785.93
745,444,73,5,375.74,0.0,185.09
746,444,193,2,1286.49,0.0,650.46
747,445,87,4,1665.43,0.0,1319.95
748,445,175,2,124.17,0.0,66.58
749,446,2,3,837.19,604.43,642.75
750,446,76,1,1342.28,0.0,833.02
751,447,77,5,229.07,0.0,129.11
752,448,91,4,1145.97,0.0,864.29
753,448,64,3,834.47,0.0,553.62
754,449,86,3,1418.96,0.0,1031.96
755,449,2,1,837.19,0.0,642.75
756,450,31,1,1427.76,345.25,677.02
757,451,96,4,1599.38,0.0,1029.16
758,452,78,1,1120.7,0.0,587.05
759,452,73,4,375.74,0.0,185.09
760,453,50,3,1959.37,0.0,1210.65
761,454,42,3,275.79,0.0,193.08
762,454,143,2,815.94,0.0,462.44
763,454,96,2,1599.38,0.0,1029.16
764,455,8,3,1132.93,0.0,657.5
765,455,36,3,631.0,0.0,410.1
766,455,106,5,1387.22,0.0,988.49
767,456,49,1,1454.6,0.0,796.35
768,457,88,2,787.49,0.0,617.53
769,457,151,5,1890.0,2015.12,1450.48
770,457,50,1,1959.37,0.0,1210.65
771,458,64,2,834.47,0.0,553.62
772,458,181,3,1918.34,0.0,1274.22
773,458,58,1,963.9,0.0,662.4
774,459,126,3,258.32,0.0,135.69
775,460,183,3,1244.16,0.0,704.79
776,461,77,2,229.07,0.0,129.11
777,461,132,4,481.94,0.0,268.63
778,461,180,5,376.07,0.0,239.65
779,462,91,3,1145.97,0.0,864.29
780,463,61,2,1721.54,0.0,1234.25
781,464,73,2,375.74,0.0,185.09
782,464,43,3,1301.52,0.0,968.32
783,465,170,3,799.03,0.0,458.9
784,465,129,2,362.84,0.0,214.96
785,466,127,3,274.15,0.0,190.98
786,466,164,5,855.87,0.0,415.6
787,467,21,3,1550.37,0.0,740.39
788,468,142,2,1414.64,0.0,992.95
789,468,48,2,94.01,0.0,39.69
790,469,117,1,1115.53,0.0,837.06
791,469,157,4,1462.71,581.61,1110.42
792,470,183,5,1244.16,0.0,704.79
793,470,182,5,205.62,0.0,146.11
794,471,32,3,821.57,0.0,594.11
795,471,193,3,1286.49,0.0,650.46
796,471,127,5,274.15,231.18,190.98
797,472,126,4,258.32,0.0,135.69
798,472,159,4,650.97,0.0,303.93
799,472,74,3,161.49,0.0,100.7
800,472,36,1,631.0,0.0,410.1
801,473,172,3,368.33,0.0,227.04
802,474,43,1,1301.52,0.0,968.32
803,475,166,1,1401.09,0.0,578.92
804,475,51,2,916.53,0.0,622.22
805,476,174,4,225.06,0.0,118.08
806,477,52,1,758.6,0.0,349.5
807,477,28,4,1272.35,633.32,527.11
808,478,67,1,44.24,0.0,32.1
809,479,60,5,244.05,0.0,172.59
810,480,107,1,1997.25,0.0,1191.75
811,481,84,1,1367.58,0.0,557.96
812,482,175,1,124.17,0.0,66.58
813,483,154,1,727.78,143.59,498.54
814,483,196,2,1789.23,0.0,1274.42
815,484,21,5,1550.37,0.0,740.39
816,485,168,1,1383.69,0.0,772.94
817,486,95,2,569.34,0.0,363.07
818,486,13,2,1576.56,0.0,1214.72
819,486,46,3,1450.83,0.0,811.15
820,487,115,5,1403.72,0.0,946.66
821,488,147,3,1448.67,0.0,1074.13
822,489,45,2,1427.63,0.0,649.18
823,489,134,1,1107.87,0.0,856.66
824,490,60,2,244.05,0.0,172.59
825,490,54,2,356.37,0.0,178.42
826,491,84,2,1367.58,0.0,557.96
827,491,55,5,1625.56,0.0,1084.23
828,491,119,3,1743.46,0.0,764.22
829,492,54,4,356.37,344.77,178.42
830,493,71,3,1279.98,0.0,766.22
831,493,53,2,1759.36,657.32,784.62
832,494,84,4,1367.58,0.0,557.96
833,495,66,1,44.39,0.0,27.87
834,496,14,4,1299.6,0.0,584.06
835,497,182,1,205.62,0.0,146.11
836,497,154,2,727.78,0.0,498.54
837,497,141,1,803.29,0.0,419.39
838,498,51,4,916.53,0.0,622.22
839,498,189,5,1012.17,696.96,623.86
840,498,122,3,1533.34,0.0,1213.91
841,499,64,1,834.47,0.0,553.62
842,500,19,2,1244.37,0.0,689.09
843,501,145,1,315.99,0.0,252.57
844,501,28,5,1272.35,0.0,527.11
845,502,192,3,1394.96,0.0,701.33
846,503,132,5,481.94,0.0,268.63
847,504,166,5,1401.09,1737.61,578.92
848,504,129,2,362.84,0.0,214.96
849,505,139,3,724.92,0.0,563.55
850,506,144,1,600.21,0.0,262.77
851,506,94,2,1824.03,0.0,1151.49
852,506,74,3,161.49,0.0,100.7
853,507,30,2,728.37,0.0,348.68
854,508,190,2,211.2,0.0,93.15
855,509,99,2,1468.4,0.0,680.95
856,509,114,2,550.74,0.0,398.76
857,510,23,1,1754.74,0.0,904.77
858,511,126,1,258.32,0.0,135.69
859,511,92,1,278.56,0.0,154.3
860,511,172,3,368.33,0.0,227.04
861,512,79,5,761.85,0.0,305.66
862,513,13,3,1576.56,0.0,1214.72
863,513,1,2,940.68,439.61,693.18
864,514,168,1,1383.69,0.0,772.94
865,515,4,4,485.08,0.0,276.4
866,516,160,4,1301.86,694.32,988.45
867,516,194,1,1708.15,0.0,1328.97
868,517,98,3,1870.96,961.66,830.29
869,517,143,2,815.94,0.0,462.44
870,517,198,4,975.1,0.0,592.6
871,518,98,3,1870.96,0.0,830.29
872,519,20,2,923.5,0.0,524.66
873,519,5,2,1814.77,0.0,879.14
874,520,173,3,690.68,0.0,376.23
875,521,129,4,362.84,0.0,214.96
876,521,5,1,1814.77,0.0,879.14
877,522,129,2,362.84,0.0,214.96
878,522,39,3,1123.5,0.0,845.6
879,523,172,1,368.33,0.0,227.04
880,523,82,2,348.59,0.0,233.79
881,524,105,3,1693.14,0.0,1118.35
882,525,39,2,1123.5,321.74,845.6
883,525,14,4,1299.6,0.0,584.06
884,526,17,4,1907.09,0.0,917.64
885,526,90,3,1137.0,0.0,867.42
886,527,174,3,225.06,86.98,118.08
887,527,104,3,501.79,0.0,368.22
888,528,38,2,1159.87,0.0,652.51
889,529,43,2,1301.52,0.0,968.32
890,529,107,2,1997.25,0.0,1191.75
891,529,140,3,1641.32,0.0,878.94
892,530,56,5,1898.48,0.0,1281.98
893,530,186,3,283.97,0.0,121.34
894,531,180,3,376.07,0.0,239.65
895,531,40,5,497.75,0.0,212.91
896,532,73,4,375.74,0.0,185.09
897,532,28,4,1272.35,930.85,527.11
898,533,97,1,67.78,0.0,43.85
899,534,75,5,138.5,130.53,97.82
900,535,153,5,1917.53,0.0,1273.36
901,536,41,2,402.84,0.0,311.35
902,536,59,4,645.21,0.0,375.76
903,537,10,1,1851.92,248.47,804.04
904,538,65,4,1085.86,0.0,563.07
905,539,51,4,916.53,0.0,622.22
906,540,46,1,1450.83,0.0,811.15
907,541,101,2,1731.99,0.0,764.96
908,542,4,1,485.08,51.56,276.4
909,543,104,3,501.79,0.0,368.22
910,543,19,5,1244.37,0.0,689.09
911,543,88,1,787.49,0.0,617.53
912,544,186,2,283.97,34.3,121.34
913,545,51,2,916.53,0.0,622.22
914,546,197,3,26.75,9.36,19.26
915,546,23,1,1754.74,0.0,904.77
916,547,188,4,1304.63,0.0,906.36
917,548,11,5,443.59,0.0,309.23
918,549,21,1,1550.37,0.0,740.39
919,549,54,4,356.37,0.0,178.42
920,550,154,5,727.78,0.0,498.54
921,550,13,5,1576.56,0.0,1214.72
922,551,81,2,1867.35,0.0,1083.79
923,551,77,1,229.07,0.0,129.11
924,552,154,2,727.78,0.0,498.54
925,553,150,5,273.99,0.0,205.97
926,553,109,3,137.41,0.0,101.71
927,554,192,5,1394.96,0.0,701.33
928,555,88,3,787.49,0.0,617.53
929,555,131,5,1070.65,0.0,464.75
930,556,37,2,1546.53,0.0,654.92
931,557,46,1,1450.83,0.0,811.15
932,558,29,4,212.82,0.0,167.38
933,559,103,5,1779.65,0.0,828.81
934,560,28,1,1272.35,0.0,527.11
935,561,115,3,1403.72,0.0,946.66
936,561,111,1,1093.39,0.0,870.98
937,561,49,2,1454.6,0.0,796.35
938,562,60,1,244.05,0.0,172.59
939,563,9,3,703.35,0.0,545.99
940,563,195,2,1262.73,0.0,998.94
941,563,101,5,1731.99,978.03,764.96
942,563,59,2,645.21,0.0,375.76
943,564,83,3,1632.46,0.0,1273.19
944,564,21,4,1550.37,0.0,740.39
945,565,125,2,869.45,0.0,500.76
946,565,155,3,514.03,0.0,246.82
947,565,174,3,225.06,0.0,118.08
948,566,90,1,1137.0,0.0,867.42
949,566,109,3,137.41,0.0,101.71
950,566,147,2,1448.67,0.0,1074.13
951,567,195,4,1262.73,0.0,998.94
952,568,98,5,1870.96,0.0,830.29
953,569,181,5,1918.34,0.0,1274.22
954,570,141,4,803.29,0.0,419.39
955,570,176,1,193.11,0.0,115.54
956,571,156,4,1666.63,0.0,1009.57
957,572,137,1,1046.25,88.97,517.86
958,573,103,1,1779.65,0.0,828.81
959,574,17,2,1907.09,0.0,917.64
960,575,11,2,443.59,0.0,309.23
961,575,84,5,1367.58,0.0,557.96
962,575,37,1,1546.53,0.0,654.92
963,575,56,3,1898.48,0.0,1281.98
964,576,197,5,26.75,0.0,19.26
965,577,83,5,1632.46,0.0,1273.19
966,578,62,5,244.61,130.29,172.23
967,578,110,1,370.66,82.06,261.98
968,579,104,4,501.79,0.0,368.22
969,580,132,4,481.94,145.49,268.63
970,580,200,4,339.29,0.0,230.5
971,580,109,4,137.41,0.0,101.71
972,580,31,2,1427.76,0.0,677.02
973,581,162,5,1313.35,0.0,970.54
974,582,120,2,533.02,0.0,285.23
975,582,151,3,1890.0,0.0,1450.48
976,583,93,4,713.59,209.55,539.18
977,584,4,3,485.08,0.0,276.4
978,584,178,4,313.08,238.75,218.93
979,585,14,2,1299.6,0.0,584.06
980,586,108,1,380.52,0.0,185.67
981,587,60,3,244.05,0.0,172.59
982,587,70,3,79.77,0.0,59.42
983,587,46,2,1450.83,0.0,811.15
984,588,140,4,1641.32,0.0,878.94
985,588,47,2,80.37,0.0,55.36
986,589,87,1,1665.43,0.0,1319.95
987,590,55,5,1625.56,1117.15,1084.23
988,591,91,2,1145.97,0.0,864.29
989,592,101,2,1731.99,0.0,764.96
990,592,40,1,497.75,0.0,212.91
991,593,180,1,376.07,0.0,239.65
992,593,62,5,244.61,0.0,172.23
993,593,134,3,1107.87,0.0,856.66
994,594,163,3,1692.17,682.11,1235.37
995,595,55,4,1625.56,0.0,1084.23
996,595,6,2,210.87,0.0,118.71
997,596,6,5,210.87,0.0,118.71
998,597,143,4,815.94,0.0,462.44
999,598,21,3,1550.37,0.0,740.39
1000,599,30,1,728.37,0.0,348.68
1001,600,65,1,1085.86,0.0,563.07
1002,601,107,3,1997.25,0.0,1191.75
1003,602,28,1,1272.35,0.0,527.11
1004,603,139,3,724.92,173.92,563.55
1005,604,74,1,161.49,0.0,100.7
1006,604,72,2,1578.05,0.0,673.47
1007,605,159,4,650.97,0.0,303.93
1008,605,137,2,1046.25,0.0,517.86
1009,605,129,1,362.84,0.0,214.96
1010,605,153,5,1917.53,0.0,1273.36
1011,606,27,2,1540.8,364.44,825.81
1012,607,46,4,1450.83,0.0,811.15
1013,608,104,3,501.79,0.0,368.22
1014,609,166,2,1401.09,0.0,578.92
1015,610,137,4,1046.25,249.04,517.86
1016,611,185,4,1346.26,0.0,659.71
1017,611,124,5,143.66,0.0,100.67
1018,612,38,5,1159.87,0.0,652.51
1019,613,190,2,211.2,0.0,93.15
1020,614,69,5,773.25,0.0,527.62
1021,615,161,2,1724.47,0.0,735.43
1022,615,171,3,964.56,0.0,672.88
1023,616,167,4,1624.5,0.0,1151.26
1024,616,126,4,258.32,0.0,135.69
1025,616,49,1,1454.6,0.0,796.35
1026,616,84,3,1367.58,0.0,557.96
1027,617,18,2,1640.19,0.0,682.92
1028,618,23,5,1754.74,651.47,904.77
1029,619,67,5,44.24,0.0,32.1
1030,620,19,2,1244.37,0.0,689.09
1031,620,66,2,44.39,0.0,27.87
1032,621,131,1,1070.65,0.0,464.75
1033,621,40,2,497.75,163.52,212.91
1034,622,80,5,1838.71,0.0,1403.47
1035,622,191,5,449.7,0.0,329.73
1036,622,177,3,1162.25,0.0,785.93
1037,622,100,4,21.34,0.0,9.5
1038,623,50,3,1959.37,0.0,1210.65
1039,623,132,5,481.94,433.65,268.63
1040,623,129,2,362.84,0.0,214.96
1041,624,150,3,273.99,0.0,205.97
1042,625,74,2,161.49,42.79,100.7
1043,626,61,3,1721.54,0.0,1234.25
1044,627,158,3,780.16,0.0,574.57
1045,627,77,3,229.07,0.0,129.11
1046,628,20,4,923.5,0.0,524.66
1047,629,75,5,138.5,0.0,97.82
1048,629,176,1,193.11,0.0,115.54
1049,630,187,1,1812.15,0.0,1098.72
1050,631,21,4,1550.37,1526.71,740.39
1051,632,75,3,138.5,55.7,97.82
1052,633,4,3,485.08,0.0,276.4
1053,634,65,5,1085.86,0.0,563.07
1054,634,115,5,1403.72,0.0,946.66
1055,634,197,3,26.75,0.0,19.26
1056,635,173,3,690.68,0.0,376.23
1057,635,84,5,1367.58,0.0,557.96
1058,636,24,1,230.86,0.0,152.2
1059,636,156,2,1666.63,0.0,1009.57
1060,637,114,3,550.74,0.0,398.76
1061,638,80,5,1838.71,0.0,1403.47
1062,639,93,2,713.59,0.0,539.18
1063,640,199,5,974.73,0.0,667.3
1064,641,4,4,485.08,405.06,276.4
1065,642,143,4,815.94,0.0,462.44
1066,642,52,1,758.6,0.0,349.5
1067,643,134,3,1107.87,0.0,856.66
1068,644,159,3,650.97,0.0,303.93
1069,644,174,5,225.06,0.0,118.08
1070,645,182,5,205.62,0.0,146.11
1071,646,115,1,1403.72,0.0,946.66
1072,647,188,4,1304.63,0.0,906.36
1073,647,35,4,965.01,0.0,596.86
1074,648,199,2,974.73,0.0,667.3
1075,649,125,4,869.45,0.0,500.76
1076,650,111,1,1093.39,0.0,870.98
1077,651,33,5,1699.17,0.0,1092.46
1078,652,24,4,230.86,0.0,152.2
1079,653,137,4,1046.25,0.0,517.86
1080,654,100,2,21.34,0.0,9.5
1081,654,38,3,1159.87,0.0,652.51
1082,655,156,5,1666.63,0.0,1009.57
1083,656,177,2,1162.25,0.0,785.93
1084,657,147,4,1448.67,0.0,1074.13
1085,658,179,3,1024.91,693.94,525.28
1086,658,104,3,501.79,0.0,368.22
1087,659,176,2,193.11,0.0,115.54
1088,660,120,3,533.02,0.0,285.23
1089,661,164,5,855.87,0.0,415.6
1090,662,148,3,279.67,0.0,165.89
1091,662,173,5,690.68,0.0,376.23
1092,663,108,4,380.52,0.0,185.67
1093,663,109,1,137.41,0.0,101.71
1094,663,79,1,761.85,0.0,305.66
1095,663,65,4,1085.86,0.0,563.07
1096,664,87,4,1665.43,0.0,1319.95
1097,664,21,4,1550.37,0.0,740.39
1098,665,57,4,1697.7,0.0,1322.44
1099,666,61,5,1721.54,0.0,1234.25
1100,667,179,3,1024.91,0.0,525.28
1101,668,140,4,1641.32,0.0,878.94
1102,669,120,3,533.02,0.0,285.23
1103,670,180,3,376.07,0.0,239.65
1104,670,153,2,1917.53,649.85,1273.36
1105,671,133,5,1117.69,0.0,811.11
1106,671,26,5,1350.64,0.0,734.78
1107,671,190,1,211.2,0.0,93.15
1108,672,31,2,1427.76,0.0,677.02
1109,673,59,3,645.21,0.0,375.76
1110,673,50,1,1959.37,0.0,1210.65
1111,673,63,5,1905.36,0.0,1490.14
1112,674,102,5,1321.27,0.0,743.25
1113,675,129,5,362.84,0.0,214.96
1114,676,121,4,1324.35,994.96,933.03
1115,677,35,3,965.01,153.73,596.86
1116,677,152,1,74.94,0.0,48.99
1117,678,196,2,1789.23,432.78,1274.42
1118,679,79,3,761.85,0.0,305.66
1119,679,163,5,1692.17,0.0,1235.37
1120,679,41,5,402.84,0.0,311.35
1121,680,188,4,1304.63,0.0,906.36
1122,681,36,1,631.0,74.61,410.1
1123,682,35,4,965.01,0.0,596.86
1124,683,38,1,1159.87,0.0,652.51
1125,683,107,1,1997.25,0.0,1191.75
1126,684,93,4,713.59,0.0,539.18
1127,684,131,5,1070.65,0.0,464.75
1128,685,16,3,568.35,0.0,303.82
1129,686,193,3,1286.49,0.0,650.46
1130,687,33,5,1699.17,0.0,1092.46
1131,688,80,3,1838.71,555.06,1403.47
1132,689,106,3,1387.22,0.0,988.49
1133,689,165,4,1679.14,0.0,729.8
1134,689,5,2,1814.77,0.0,879.14
1135,690,146,2,102.77,0.0,65.08
1136,691,158,5,780.16,0.0,574.57
1137,692,40,4,497.75,0.0,212.91
1138,692,158,4,780.16,0.0,574.57
1139,693,140,5,1641.32,0.0,878.94
1140,694,134,1,1107.87,65.46,856.66
1141,695,21,5,1550.37,0.0,740.39
1142,696,187,3,1812.15,1152.51,1098.72
1143,697,46,1,1450.83,0.0,811.15
1144,698,160,5,1301.86,0.0,988.45
1145,699,190,1,211.2,0.0,93.15
1146,700,46,1,1450.83,0.0,811.15
1147,700,133,5,1117.69,647.13,811.11
1148,701,133,5,1117.69,0.0,811.11
1149,702,139,1,724.92,0.0,563.55
1150,703,30,3,728.37,0.0,348.68
1151,703,133,4,1117.69,0.0,811.11
1152,703,104,1,501.79,0.0,368.22
1153,703,197,4,26.75,0.0,19.26
1154,704,1,5,940.68,1167.75,693.18
1155,704,34,3,957.59,0.0,401.31
1156,705,173,3,690.68,0.0,376.23
1157,706,169,5,1294.51,0.0,892.02
1158,707,125,4,869.45,0.0,500.76
1159,707,101,4,1731.99,0.0,764.96
1160,708,154,2,727.78,0.0,498.54
1161,709,171,1,964.56,0.0,672.88
1162,709,110,2,370.66,183.04,261.98
1163,710,160,4,1301.86,0.0,988.45
1164,710,79,5,761.85,0.0,305.66
1165,710,181,5,1918.34,0.0,1274.22
1166,710,178,4,313.08,0.0,218.93
1167,711,79,2,761.85,0.0,305.66
1168,711,110,1,370.66,0.0,261.98
1169,712,156,4,1666.63,0.0,1009.57
1170,713,145,3,315.99,0.0,252.57
1171,714,76,4,1342.28,0.0,833.02
1172,715,67,3,44.24,0.0,32.1
1173,716,70,5,79.77,0.0,59.42
1174,717,42,2,275.79,0.0,193.08
1175,718,155,5,514.03,0.0,246.82
1176,719,13,5,1576.56,0.0,1214.72
1177,720,44,3,1133.78,0.0,558.31
1178,721,147,2,1448.67,0.0,1074.13
1179,722,106,3,1387.22,0.0,988.49
1180,723,1,5,940.68,0.0,693.18
1181,724,3,1,1836.27,0.0,1338.35
1182,725,134,1,1107.87,102.58,856.66
1183,726,140,1,1641.32,256.5,878.94
1184,727,181,1,1918.34,0.0,1274.22
1185,728,179,5,1024.91,0.0,525.28
1186,728,78,5,1120.7,0.0,587.05
1187,729,168,4,1383.69,0.0,772.94
1188,730,184,5,434.04,0.0,273.06
1189,730,26,3,1350.64,0.0,734.78
1190,730,21,5,1550.37,772.97,740.39
1191,731,77,3,229.07,0.0,129.11
1192,732,76,4,1342.28,0.0,833.02
1193,733,18,1,1640.19,0.0,682.92
1194,734,145,4,315.99,0.0,252.57
1195,735,147,1,1448.67,0.0,1074.13
1196,735,146,3,102.77,0.0,65.08
1197,736,139,2,724.92,0.0,563.55
1198,737,132,1,481.94,0.0,268.63
1199,738,70,4,79.77,0.0,59.42
1200,739,115,2,1403.72,0.0,946.66
1201,739,172,2,368.33,0.0,227.04
1202,740,19,5,1244.37,0.0,689.09
1203,740,149,5,1426.18,0.0,1083.22
1204,740,7,4,1075.18,0.0,590.15
1205,741,58,4,963.9,0.0,662.4
1206,742,184,4,434.04,0.0,273.06
1207,743,51,1,916.53,0.0,622.22
1208,744,19,5,1244.37,0.0,689.09
1209,745,111,1,1093.39,0.0,870.98
1210,746,105,1,1693.14,291.13,1118.35
1211,747,186,3,283.97,121.15,121.34
1212,748,124,2,143.66,0.0,100.67
1213,748,47,5,80.37,0.0,55.36
1214,749,77,1,229.07,0.0,129.11
1215,750,43,3,1301.52,0.0,968.32
1216,750,25,5,1780.3,0.0,921.25
1217,750,172,3,368.33,0.0,227.04
1218,750,111,4,1093.39,0.0,870.98
1219,751,86,4,1418.96,0.0,1031.96
1220,751,5,5,1814.77,0.0,879.14
1221,752,182,4,205.62,0.0,146.11
1222,752,20,2,923.5,0.0,524.66
1223,752,189,2,1012.17,0.0,623.86
1224,753,198,1,975.1,0.0,592.6
1225,753,38,2,1159.87,0.0,652.51
1226,753,66,2,44.39,0.0,27.87
1227,754,132,5,481.94,0.0,268.63
1228,754,197,1,26.75,0.0,19.26
1229,755,89,5,571.99,0.0,318.33
1230,755,125,5,869.45,0.0,500.76
1231,756,108,1,380.52,0.0,185.67
1232,757,2,1,837.19,0.0,642.75
1233,757,145,1,315.99,0.0,252.57
1234,758,192,4,1394.96,0.0,701.33
1235,758,2,3,837.19,0.0,642.75
1236,758,124,3,143.66,0.0,100.67
1237,759,4,1,485.08,52.52,276.4
1238,760,197,4,26.75,0.0,19.26
1239,761,191,5,449.7,0.0,329.73
1240,761,93,1,713.59,0.0,539.18
1241,761,92,4,278.56,0.0,154.3
1242,762,186,5,283.97,0.0,121.34
1243,763,168,4,1383.69,0.0,772.94
1244,764,151,2,1890.0,0.0,1450.48
1245,764,72,2,1578.05,687.68,673.47
1246,765,99,5,1468.4,0.0,680.95
1247,766,131,5,1070.65,0.0,464.75
1248,767,83,5,1632.46,0.0,1273.19
1249,768,94,2,1824.03,0.0,1151.49
1250,769,26,5,1350.64,0.0,734.78
1251,769,103,1,1779.65,0.0,828.81
1252,770,179,3,1024.91,0.0,525.28
1253,770,19,2,1244.37,0.0,689.09
1254,770,97,5,67.78,0.0,43.85
1255,770,43,2,1301.52,0.0,968.32
1256,771,169,4,1294.51,622.89,892.02
1257,772,151,4,1890.0,0.0,1450.48
1258,773,63,3,1905.36,0.0,1490.14
1259,774,23,5,1754.74,586.11,904.77
1260,775,113,4,241.55,63.51,119.77
1261,776,8,4,1132.93,0.0,657.5
1262,777,41,1,402.84,0.0,311.35
1263,777,28,1,1272.35,0.0,527.11
1264,778,42,3,275.79,0.0,193.08
1265,779,165,1,1679.14,0.0,729.8
1266,779,146,3,102.77,0.0,65.08
1267,780,101,5,1731.99,0.0,764.96
1268,781,117,5,1115.53,0.0,837.06
1269,782,21,2,1550.37,0.0,740.39
1270,783,182,5,205.62,167.34,146.11
1271,784,23,5,1754.74,0.0,904.77
1272,785,166,1,1401.09,91.54,578.92
1273,786,158,4,780.16,0.0,574.57
1274,786,174,2,225.06,0.0,118.08
1275,787,147,4,1448.67,0.0,1074.13
1276,788,67,5,44.24,0.0,32.1
1277,789,194,4,1708.15,0.0,1328.97
1278,790,136,2,1135.94,311.13,531.16
1279,790,189,3,1012.17,0.0,623.86
1280,790,12,2,189.4,0.0,115.44
1281,790,152,3,74.94,0.0,48.99
1282,791,3,3,1836.27,0.0,1338.35
1283,792,83,1,1632.46,0.0,1273.19
1284,793,19,5,1244.37,0.0,689.09
1285,793,191,5,449.7,0.0,329.73
1286,794,44,1,1133.78,0.0,558.31
1287,795,138,4,1358.21,0.0,571.38
1288,796,14,5,1299.6,0.0,584.06
1289,796,108,2,380.52,0.0,185.67
1290,796,199,2,974.73,0.0,667.3
1291,796,167,1,1624.5,0.0,1151.26
1292,797,161,3,1724.47,0.0,735.43
1293,798,59,3,645.21,0.0,375.76
1294,799,108,5,380.52,0.0,185.67
1295,799,175,2,124.17,0.0,66.58
1296,800,129,4,362.84,0.0,214.96
1297,801,55,5,1625.56,0.0,1084.23
1298,802,181,5,1918.34,0.0,1274.22
1299,802,175,3,124.17,0.0,66.58
1300,803,50,4,1959.37,0.0,1210.65
1301,803,33,4,1699.17,0.0,1092.46
1302,804,110,1,370.66,0.0,261.98
1303,805,48,5,94.01,0.0,39.69
1304,805,92,5,278.56,0.0,154.3
1305,806,91,1,1145.97,0.0,864.29
1306,807,42,1,275.79,0.0,193.08
1307,808,72,3,1578.05,0.0,673.47
1308,808,78,1,1120.7,0.0,587.05
1309,809,20,3,923.5,0.0,524.66
1310,809,68,4,1964.1,0.0,1434.5
1311,810,175,1,124.17,0.0,66.58
1312,810,102,1,1321.27,0.0,743.25
1313,810,155,4,514.03,366.9,246.82
1314,810,61,1,1721.54,0.0,1234.25
1315,811,153,5,1917.53,0.0,1273.36
1316,812,25,2,1780.3,0.0,921.25
1317,812,20,4,923.5,0.0,524.66
1318,813,60,2,244.05,0.0,172.59
1319,813,145,4,315.99,0.0,252.57
1320,814,10,1,1851.92,0.0,804.04
1321,815,104,4,501.79,0.0,368.22
1322,815,85,4,1568.21,0.0,639.21
1323,816,167,4,1624.5,0.0,1151.26
1324,816,198,4,975.1,0.0,592.6
1325,817,196,1,1789.23,0.0,1274.42
1326,818,94,3,1824.03,0.0,1151.49
1327,819,16,5,568.35,0.0,303.82
1328,820,50,4,1959.37,0.0,1210.65
1329,821,132,4,481.94,0.0,268.63
1330,821,160,1,1301.86,0.0,988.45
