pedido_id,cliente_id,data_pedido,status,valor_total,metodo_pagamento,endereco_id
442,386,2025-05-23 23:47:00,completed,678.58,cartao_credito,43
443,206,2024-07-07 20:00:00,completed,4649.0,cartao_credito,378
444,165,2024-06-27 16:07:00,completed,4451.68,boleto,230
445,25,2024-07-16 01:48:00,completed,6910.06,cartao_credito,178
446,190,2024-03-18 07:07:00,completed,3249.42,cartao_credito,132
447,17,2023-03-14 00:29:00,completed,1145.35,boleto,255
448,450,2025-03-17 12:17:00,completed,7087.29,cartao_credito,337
449,66,2023-03-17 22:30:00,completed,5094.07,pix,48
450,96,2023-05-14 14:44:00,completed,1082.51,cartao_credito,184
451,55,2024-11-01 05:30:00,pending,6397.52,boleto,87
452,47,2025-03-13 16:22:00,completed,2623.66,pix,48
453,335,2023-08-24 08:33:00,completed,5878.11,boleto,218
454,342,2024-01-27 08:59:00,cancelled,5658.01,cartao_credito,19
455,144,2024-04-16 15:06:00,cancelled,12227.89,boleto,149
456,362,2023-10-22 14:18:00,completed,1454.6,cartao_credito,152
457,181,2023-06-29 19:20:00,completed,10969.23,pix,399
458,497,2023-08-19 02:29:00,completed,8387.86,cartao_credito,302
459,470,2024-12-23 04:53:00,cancelled,774.96,pix,359
460,383,2023-09-19 03:43:00,pending,3732.48,pix,102
461,204,2025-04-27 23:08:00,completed,4266.25,cartao_credito,284
462,112,2023-07-15 11:59:00,pending,3437.91,pix,203
463,406,2025-04-06 20:43:00,completed,3443.08,boleto,73
464,135,2024-09-07 02:34:00,completed,4656.04,boleto,177
465,307,2025-03-17 02:07:00,completed,3122.77,boleto,9
466,475,2023-12-27 20:02:00,completed,5101.8,pix,275
467,497,2025-04-28 12:16:00,completed,4651.11,boleto,396
468,500,2023-04-08 17:51:00,completed,3017.3,cartao_credito,73
469,99,2024-03-13 01:58:00,completed,6384.76,boleto,201
470,368,2025-04-14 20:35:00,completed,7248.9,pix,45
471,348,2023-11-12 12:57:00,pending,7463.75,boleto,12
472,157,2023-11-03 16:53:00,completed,4752.63,cartao_credito,383
473,149,2023-01-24 04:55:00,cancelled,1104.99,boleto,202
474,16,2024-02-01 09:14:00,completed,1301.52,cartao_credito,345
475,148,2023-03-31 01:32:00,completed,3234.15,cartao_credito,38
476,122,2024-11-25 18:07:00,completed,900.24,boleto,105
477,261,2024-05-13 05:27:00,completed,5214.68,boleto,310
478,98,2024-12-26 22:27:00,pending,44.24,cartao_credito,19
479,49,2024-12-05 01:34:00,completed,1220.25,cartao_credito,73
480,243,2024-04-16 13:15:00,completed,1997.25,boleto,33
481,111,2024-06-15 07:22:00,completed,1367.58,pix,277
482,292,2023-02-14 17:08:00,completed,124.17,cartao_credito,264
483,288,2023-01-03 02:18:00,completed,4162.65,cartao_credito,35
484,59,2024-10-07 18:10:00,completed,7751.85,pix,331
485,21,2024-07-20 07:32:00,completed,1383.69,cartao_credito,256
486,338,2025-03-18 06:23:00,returned,8644.29,pix,387
487,405,2025-09-23 21:16:00,completed,7018.6,cartao_credito,218
488,360,2025-03-31 01:31:00,pending,4346.01,pix,367
489,226,2023-07-15 19:05:00,completed,3963.13,pix,209
490,389,2025-02-08 00:05:00,completed,1200.84,pix,329
491,480,2025-01-21 12:13:00,completed,16093.34,boleto,167
492,197,2024-11-14 02:47:00,completed,1080.71,pix,16
493,454,2024-08-26 05:43:00,pending,6701.34,pix,85
494,427,2023-04-06 08:59:00,completed,5470.32,cartao_credito,31
495,5,2024-09-21 12:41:00,completed,44.39,boleto,96
496,11,2024-01-22 05:06:00,completed,5198.4,pix,274
497,347,2024-05-05 21:28:00,completed,2464.47,cartao_credito,376
498,53,2024-06-10 15:39:00,returned,12630.03,cartao_credito,337
499,100,2024-11-28 14:47:00,completed,834.47,boleto,108
500,134,2023-05-18 11:42:00,completed,2488.74,cartao_credito,298
501,146,2024-01-15 16:18:00,returned,6677.74,cartao_credito,301
502,313,2025-02-16 20:32:00,completed,4184.88,pix,137
503,464,2024-12-29 12:58:00,completed,2409.7,boleto,315
504,309,2025-09-17 00:09:00,completed,5993.52,cartao_credito,303
505,181,2025-04-26 10:42:00,completed,2174.76,cartao_credito,90
506,343,2025-04-16 23:53:00,completed,4732.74,boleto,14
507,438,2023-02-27 10:32:00,completed,1456.74,pix,155
508,165,2023-09-28 05:23:00,completed,422.4,cartao_credito,247
509,290,2023-09-15 18:10:00,completed,4038.28,pix,188
510,463,2025-08-29 00:01:00,completed,1754.74,boleto,345
511,159,2023-04-02 06:15:00,completed,1641.87,boleto,325
512,382,2024-10-11 23:21:00,completed,3809.25,pix,219
513,64,2025-03-09 22:32:00,completed,6171.43,pix,166
514,369,2023-05-31 21:26:00,completed,1383.69,cartao_credito,52
515,193,2023-02-28 10:05:00,completed,1940.32,pix,235
516,186,2024-11-18 05:25:00,completed,6221.27,boleto,120
517,248,2023-07-26 03:43:00,pending,10183.5,pix,389
518,388,2023-02-21 05:03:00,completed,5612.88,pix,331
519,164,2024-07-21 05:20:00,completed,5476.54,pix,18
520,168,2025-02-12 20:24:00,completed,2072.04,pix,259
521,203,2025-03-24 15:21:00,pending,3266.13,boleto,127
522,231,2023-05-09 10:02:00,cancelled,4096.18,pix,82
523,68,2023-08-05 12:40:00,completed,1065.51,pix,166
524,371,2025-01-01 11:54:00,completed,5079.42,cartao_credito,168
525,350,2025-04-30 11:19:00,completed,7123.66,boleto,103
526,498,2025-01-03 16:50:00,pending,11039.36,cartao_credito,170
527,254,2025-04-02 14:51:00,completed,2093.57,cartao_credito,284
528,306,2025-09-27 12:00:00,cancelled,2319.74,cartao_credito,396
529,272,2023-05-14 20:54:00,completed,11521.5,boleto,276
530,331,2025-03-20 07:42:00,completed,10344.31,cartao_credito,299
531,481,2023-04-06 18:10:00,completed,3616.96,cartao_credito,363
532,456,2023-06-05 12:14:00,completed,5661.51,boleto,238
533,323,2023-09-09 15:45:00,completed,67.78,pix,289
534,200,2024-10-20 04:12:00,completed,561.97,boleto,263
535,457,2024-05-31 18:18:00,completed,9587.65,boleto,295
536,345,2023-08-17 16:04:00,pending,3386.52,cartao_credito,192
537,466,2023-04-05 19:27:00,completed,1603.45,cartao_credito,385
538,25,2024-02-14 13:55:00,completed,4343.44,pix,62
539,385,2023-04-12 10:34:00,pending,3666.12,cartao_credito,31
540,72,2023-07-05 00:55:00,completed,1450.83,cartao_credito,16
541,308,2024-05-29 15:20:00,completed,3463.98,pix,376
542,487,2023-05-27 01:43:00,completed,433.52,pix,119
543,329,2023-09-30 15:58:00,completed,8514.71,boleto,283
544,396,2025-06-17 09:19:00,pending,533.64,cartao_credito,329
545,113,2023-02-19 13:53:00,completed,1833.06,cartao_credito,275
546,224,2025-08-19 23:01:00,completed,1825.63,cartao_credito,238
547,333,2024-10-15 08:13:00,completed,5218.52,cartao_credito,79
548,191,2024-07-06 17:03:00,completed,2217.95,pix,120
549,204,2024-09-17 01:12:00,pending,2975.85,boleto,52
550,400,2024-05-27 09:55:00,completed,11521.7,boleto,270
551,335,2023-12-03 08:30:00,cancelled,3963.77,cartao_credito,255
552,87,2023-11-06 09:25:00,cancelled,1455.56,boleto,244
553,118,2025-06-24 07:09:00,completed,1782.18,pix,206
554,495,2024-10-23 19:41:00,returned,6974.8,boleto,126
555,171,2025-05-19 16:47:00,completed,7715.72,boleto,285
556,277,2023-04-30 19:34:00,completed,3093.06,boleto,181
557,64,2024-02-28 11:30:00,completed,1450.83,cartao_credito,23
558,210,2024-01-01 00:22:00,completed,851.28,pix,204
559,426,2023-08-05 18:47:00,completed,8898.25,cartao_credito,290
560,408,2024-01-13 10:35:00,completed,1272.35,boleto,290
561,107,2023-10-30 12:21:00,completed,8213.75,cartao_credito,136
562,466,2025-03-24 19:25:00,completed,244.05,pix,293
563,433,2024-04-06 21:34:00,completed,13607.85,cartao_credito,386
564,379,2023-08-12 03:21:00,completed,11098.86,pix,340
565,426,2024-10-02 01:23:00,cancelled,3956.17,cartao_credito,351
566,178,2025-03-30 00:21:00,completed,4446.57,pix,153
567,420,2024-05-03 16:59:00,completed,5050.92,pix,52
568,352,2023-03-16 20:29:00,pending,9354.8,cartao_credito,359
569,6,2024-05-26 02:08:00,completed,9591.7,boleto,257
570,411,2023-11-12 00:53:00,completed,3406.27,cartao_credito,322
571,355,2023-11-18 12:22:00,completed,6666.52,cartao_credito,244
572,373,2023-05-17 00:19:00,returned,957.28,pix,327
573,80,2024-02-08 02:04:00,completed,1779.65,boleto,152
574,227,2024-05-28 06:14:00,pending,3814.18,cartao_credito,184
575,229,2023-03-08 06:59:00,completed,14967.05,cartao_credito,303
576,108,2023-03-24 08:32:00,cancelled,133.75,cartao_credito,185
577,16,2025-09-05 17:44:00,completed,8162.3,cartao_credito,357
578,387,2023-09-21 03:30:00,completed,1381.36,pix,240
579,354,2024-03-13 15:30:00,pending,2007.16,boleto,96
580,152,2023-07-08 11:35:00,completed,6544.59,pix,54
581,204,2024-10-23 04:00:00,pending,6566.75,cartao_credito,66
582,170,2024-10-19 06:10:00,completed,6736.04,boleto,33
583,487,2025-06-01 14:16:00,completed,2644.81,boleto,72
584,285,2023-03-05 21:45:00,completed,2468.81,pix,276
585,65,2025-07-22 22:14:00,completed,2599.2,boleto,389
586,480,2025-08-28 11:52:00,pending,380.52,pix,26
587,25,2023-09-05 19:17:00,pending,3873.12,cartao_credito,158
588,233,2025-03-18 11:14:00,completed,6726.02,boleto,330
589,375,2024-10-17 09:56:00,completed,1665.43,pix,391
590,362,2023-05-28 04:44:00,completed,7010.65,pix,379
591,144,2024-11-28 06:44:00,pending,2291.94,boleto,284
592,394,2023-06-16 14:41:00,completed,3961.73,boleto,295
593,223,2024-05-26 03:29:00,cancelled,4922.73,cartao_credito,75
594,259,2024-09-03 11:32:00,completed,4394.4,pix,174
595,172,2024-09-08 22:54:00,cancelled,6923.98,pix,105
596,390,2023-05-25 14:17:00,pending,1054.35,pix,47
597,259,2023-11-08 04:33:00,pending,3263.76,pix,74
598,1,2025-01-10 05:08:00,completed,4651.11,pix,389
599,30,2024-05-09 10:26:00,cancelled,728.37,pix,268
600,51,2023-08-26 06:40:00,completed,1085.86,boleto,45
601,214,2025-02-05 03:20:00,completed,5991.75,boleto,232
602,6,2024-07-01 16:10:00,completed,1272.35,cartao_credito,254
603,126,2024-06-24 14:14:00,completed,2000.84,pix,119
604,53,2024-10-20 19:03:00,completed,3317.59,cartao_credito,323
605,388,2023-02-24 15:42:00,completed,14646.87,pix,60
606,89,2024-06-20 00:26:00,completed,2717.16,boleto,252
607,340,2024-05-05 10:52:00,pending,5803.32,boleto,24
608,166,2025-04-11 21:55:00,completed,1505.37,cartao_credito,271
609,483,2025-04-30 21:21:00,completed,2802.18,boleto,11
610,438,2025-05-16 21:43:00,completed,3935.96,cartao_credito,122
611,306,2024-01-12 19:09:00,completed,6103.34,cartao_credito,284
612,104,2025-07-31 15:02:00,returned,5799.35,boleto,398
613,312,2024-06-12 10:52:00,cancelled,422.4,boleto,186
614,91,2023-06-07 02:01:00,completed,3866.25,pix,332
615,408,2024-11-30 13:23:00,completed,6342.62,boleto,279
616,201,2024-10-11 04:57:00,completed,13088.62,cartao_credito,364
617,306,2024-08-13 02:24:00,completed,3280.38,pix,293
618,383,2024-12-20 20:42:00,returned,8122.23,cartao_credito,92
619,63,2023-09-04 15:35:00,completed,221.2,boleto,281
620,166,2025-05-16 23:24:00,completed,2577.52,pix,349
621,101,2025-04-10 08:02:00,pending,1902.63,boleto,353
622,356,2023-12-01 00:41:00,completed,15014.16,boleto,180
623,128,2023-12-04 09:18:00,completed,8579.84,pix,217
624,161,2024-02-26 15:08:00,pending,821.97,boleto,379
625,490,2025-04-22 16:02:00,pending,280.19,pix,206
626,388,2024-10-14 21:01:00,completed,5164.62,pix,370
627,459,2023-07-01 21:04:00,completed,3027.69,pix,37
628,324,2024-10-06 23:49:00,completed,3694.0,boleto,158
629,455,2023-05-30 14:10:00,completed,885.61,cartao_credito,107
630,386,2024-12-13 14:20:00,pending,1812.15,boleto,37
631,78,2023-08-11 15:42:00,completed,4674.77,cartao_credito,89
632,43,2025-02-05 01:57:00,completed,359.8,cartao_credito,127
633,337,2023-11-16 20:11:00,completed,1455.24,cartao_credito,142
634,319,2023-05-18 18:24:00,completed,12528.15,pix,119
635,443,2025-05-06 18:50:00,completed,8909.94,pix,316
636,211,2025-05-02 02:26:00,completed,3564.12,cartao_credito,70
637,391,2024-03-31 22:15:00,completed,1652.22,pix,36
638,161,2024-01-04 19:58:00,completed,9193.55,boleto,299
639,47,2024-11-25 15:03:00,pending,1427.18,boleto,245
640,171,2023-01-31 10:56:00,completed,4873.65,cartao_credito,43
641,166,2024-10-24 00:59:00,completed,1535.26,boleto,253
642,457,2023-12-24 14:44:00,completed,4022.36,cartao_credito,363
643,16,2024-01-30 15:31:00,completed,3323.61,cartao_credito,251
644,279,2023-04-05 14:28:00,pending,3078.21,boleto,247
645,150,2023-06-26 12:04:00,pending,1028.1,pix,46
646,490,2025-06-06 02:23:00,pending,1403.72,boleto,280
647,114,2023-09-21 05:53:00,completed,9078.56,cartao_credito,180
648,217,2025-05-22 00:10:00,completed,1949.46,pix,308
649,83,2024-03-05 04:54:00,pending,3477.8,cartao_credito,45
650,84,2025-06-07 06:27:00,completed,1093.39,cartao_credito,184
651,476,2023-08-31 17:08:00,completed,8495.85,boleto,39
652,363,2023-03-14 01:03:00,completed,923.44,pix,101
653,161,2024-05-20 18:06:00,completed,4185.0,cartao_credito,58
654,236,2023-08-04 18:06:00,completed,3522.29,boleto,268
655,409,2023-12-22 18:16:00,completed,8333.15,cartao_credito,184
656,490,2025-06-18 00:57:00,completed,2324.5,cartao_credito,251
657,365,2025-04-10 08:47:00,completed,5794.68,boleto,291
658,457,2023-02-24 20:31:00,completed,3886.16,boleto,243
659,80,2023-11-21 01:30:00,completed,386.22,cartao_credito,16
660,57,2024-10-15 16:33:00,completed,1599.06,pix,276
661,153,2024-10-27 13:16:00,pending,4279.35,boleto,83
662,165,2023-03-20 06:34:00,completed,4292.41,boleto,237
663,155,2024-07-25 01:03:00,completed,6764.78,pix,34
664,14,2024-11-03 14:21:00,pending,12863.2,boleto,223
665,348,2024-05-04 18:50:00,completed,6790.8,boleto,71
666,400,2024-07-17 04:46:00,completed,8607.7,cartao_credito,241
667,313,2023-04-19 04:37:00,completed,3074.73,pix,83
668,73,2023-10-19 22:03:00,completed,6565.28,cartao_credito,247
669,341,2024-11-24 03:12:00,pending,1599.06,pix,230
670,179,2025-04-20 00:19:00,completed,4313.42,boleto,200
671,104,2024-08-30 23:50:00,completed,12552.85,pix,120
672,73,2025-08-20 17:17:00,pending,2855.52,boleto,242
673,386,2023-05-11 17:40:00,pending,13421.8,cartao_credito,117
674,363,2023-03-23 16:59:00,pending,6606.35,pix,276
675,280,2025-04-16 10:12:00,completed,1814.2,boleto,387
676,152,2023-08-09 05:56:00,completed,4302.44,pix,380
677,455,2023-04-24 16:18:00,completed,2816.24,cartao_credito,85
678,297,2023-03-05 01:04:00,pending,3145.68,cartao_credito,211
679,468,2023-09-26 14:11:00,completed,12760.6,boleto,205
680,119,2023-09-01 12:53:00,completed,5218.52,pix,130
681,432,2025-04-01 00:42:00,completed,556.39,cartao_credito,273
682,213,2023-04-11 19:47:00,completed,3860.04,boleto,150
683,266,2024-07-17 21:23:00,completed,3157.12,cartao_credito,343
684,411,2024-10-05 11:51:00,completed,8207.61,pix,152
685,329,2024-08-16 04:13:00,completed,1705.05,cartao_credito,58
686,386,2024-05-12 20:00:00,completed,3859.47,boleto,246
687,206,2024-12-13 10:44:00,pending,8495.85,pix,109
688,212,2025-08-03 06:51:00,completed,4961.07,boleto,260
689,227,2024-12-19 01:16:00,completed,14507.76,boleto,314
690,154,2024-02-18 11:14:00,completed,205.54,boleto,228
691,202,2023-12-06 08:06:00,completed,3900.8,cartao_credito,303
692,207,2024-08-17 17:43:00,completed,5111.64,cartao_credito,337
693,152,2023-08-18 18:07:00,completed,8206.6,boleto,69
694,161,2024-07-15 03:58:00,completed,1042.41,boleto,70
695,246,2024-04-04 01:15:00,completed,7751.85,pix,354
696,389,2023-07-22 05:43:00,completed,4283.94,pix,251
697,92,2024-07-26 10:43:00,completed,1450.83,cartao_credito,259
698,126,2025-07-04 10:48:00,completed,6509.3,pix,86
699,265,2023-02-03 06:47:00,completed,211.2,cartao_credito,374
700,293,2023-10-20 10:59:00,completed,6392.15,pix,121
701,476,2024-03-08 04:23:00,completed,5588.45,cartao_credito,282
702,54,2024-03-06 21:52:00,completed,724.92,cartao_credito,291
703,157,2025-03-26 23:12:00,completed,7264.66,cartao_credito,279
704,189,2025-03-14 10:07:00,completed,6408.42,cartao_credito,180
705,217,2025-02-18 21:02:00,completed,2072.04,cartao_credito,377
706,304,2023-08-12 15:07:00,completed,6472.55,pix,146
707,461,2023-06-25 02:43:00,completed,10405.76,cartao_credito,240
708,413,2023-01-25 19:59:00,completed,1455.56,cartao_credito,166
709,321,2024-03-11 11:15:00,completed,1522.84,boleto,355
710,147,2023-03-29 08:05:00,pending,19860.71,cartao_credito,184
711,96,2024-08-26 11:30:00,completed,1894.36,cartao_credito,66
712,414,2024-02-08 13:10:00,pending,6666.52,boleto,210
713,94,2025-09-22 20:07:00,completed,947.97,cartao_credito,249
714,66,2023-09-21 08:56:00,completed,5369.12,pix,330
715,203,2023-04-26 12:03:00,completed,132.72,boleto,237
716,21,2023-11-27 10:33:00,completed,398.85,boleto,354
717,415,2024-05-15 08:14:00,completed,551.58,pix,324
718,487,2025-01-13 07:28:00,completed,2570.15,pix,61
719,409,2025-08-18 02:57:00,completed,7882.8,cartao_credito,225
720,390,2023-11-25 22:07:00,completed,3401.34,cartao_credito,33
721,261,2023-05-11 22:54:00,completed,2897.34,pix,292
722,46,2025-08-23 11:05:00,completed,4161.66,pix,32
723,337,2023-11-29 03:18:00,completed,4703.4,boleto,104
724,125,2023-12-31 13:27:00,completed,1836.27,boleto,152
725,89,2024-08-13 04:01:00,completed,1005.29,pix,199
726,104,2023-02-19 20:08:00,completed,1384.82,cartao_credito,202
727,402,2023-04-28 18:11:00,completed,1918.34,cartao_credito,392
728,263,2024-10-11 16:54:00,cancelled,10728.05,boleto,333
729,150,2023-03-02 15:31:00,completed,5534.76,boleto,343
730,34,2023-08-31 12:52:00,completed,13201.0,pix,264
731,285,2025-01-25 02:22:00,completed,687.21,pix,135
732,449,2024-01-31 18:22:00,cancelled,5369.12,cartao_credito,188
733,106,2025-04-16 09:33:00,completed,1640.19,boleto,257
734,462,2025-08-22 18:12:00,returned,1263.96,cartao_credito,87
735,208,2023-11-10 23:10:00,completed,1756.98,pix,190
736,140,2025-01-22 11:39:00,completed,1449.84,boleto,115
737,33,2023-11-02 17:15:00,completed,481.94,pix,204
738,212,2023-12-08 10:48:00,completed,319.08,boleto,48
739,384,2025-01-21 16:45:00,completed,3544.1,pix,314
740,341,2025-08-22 03:22:00,returned,17653.47,pix,301
741,52,2025-01-11 03:15:00,completed,3855.6,cartao_credito,318
742,438,2024-11-01 08:12:00,completed,1736.16,cartao_credito,45
743,399,2025-04-03 07:23:00,completed,916.53,boleto,233
744,253,2023-07-06 07:37:00,pending,6221.85,boleto,97
745,117,2024-03-07 18:31:00,pending,1093.39,cartao_credito,284
746,67,2025-03-15 12:51:00,completed,1402.01,cartao_credito,9
747,229,2025-01-12 16:15:00,completed,730.76,boleto,292
748,147,2023-10-25 02:15:00,completed,689.17,cartao_credito,195
749,58,2023-08-16 07:02:00,completed,229.07,cartao_credito,248
750,185,2025-03-15 12:21:00,completed,18284.61,boleto,171
751,183,2023-01-11 18:40:00,returned,14749.69,boleto,197
752,94,2024-04-30 10:56:00,completed,4693.82,pix,124
753,368,2023-05-29 03:34:00,completed,3383.62,cartao_credito,62
754,188,2024-04-14 13:01:00,completed,2436.45,cartao_credito,32
755,391,2025-08-12 16:37:00,completed,7207.2,cartao_credito,223
756,54,2023-05-25 20:21:00,completed,380.52,pix,227
757,411,2025-08-30 07:00:00,completed,1153.18,pix,66
758,236,2024-11-13 03:29:00,completed,8522.39,pix,338
759,411,2023-05-21 02:40:00,completed,432.56,cartao_credito,293
760,338,2025-02-06 15:06:00,completed,107.0,pix,30
761,493,2025-09-16 18:27:00,pending,4076.33,cartao_credito,181
762,387,2025-03-02 14:47:00,completed,1419.85,pix,75
763,39,2025-01-05 08:13:00,completed,5534.76,cartao_credito,55
764,360,2025-09-21 22:55:00,completed,6248.42,boleto,328
765,496,2025-06-20 02:09:00,completed,7342.0,cartao_credito,241
766,230,2024-04-01 10:40:00,completed,5353.25,boleto,336
767,276,2023-12-29 23:45:00,completed,8162.3,boleto,14
768,139,2024-11-21 13:36:00,pending,3648.06,pix,183
769,261,2023-01-21 01:41:00,completed,8532.85,pix,274
770,427,2024-02-22 02:45:00,completed,8505.41,pix,205
771,206,2023-02-25 00:12:00,cancelled,4555.15,pix,320
772,222,2025-07-24 13:10:00,completed,7560.0,cartao_credito,197
773,476,2023-10-02 11:32:00,completed,5716.08,pix,18
774,308,2025-02-14 13:17:00,completed,8187.59,cartao_credito,110
775,240,2024-11-16 08:10:00,pending,902.69,pix,235
776,167,2025-09-12 00:12:00,cancelled,4531.72,pix,343
777,10,2024-03-20 10:42:00,completed,1675.19,cartao_credito,211
778,293,2025-04-10 00:08:00,completed,827.37,boleto,262
779,218,2023-12-18 03:24:00,completed,1987.45,cartao_credito,379
780,158,2025-08-07 08:10:00,completed,8659.95,boleto,142
781,105,2024-07-07 08:35:00,completed,5577.65,cartao_credito,242
782,50,2023-08-27 15:26:00,completed,3100.74,boleto,170
783,333,2024-03-13 12:47:00,cancelled,860.76,boleto,212
784,412,2023-04-28 17:05:00,completed,8773.7,boleto,102
785,341,2024-07-23 13:30:00,cancelled,1309.55,cartao_credito,363
786,127,2025-09-10 11:16:00,pending,3570.76,boleto,366
787,186,2025-03-11 17:34:00,pending,5794.68,pix,249
788,394,2024-10-29 12:18:00,completed,221.2,boleto,247
789,67,2023-07-16 10:22:00,completed,6832.6,pix,99
790,362,2023-01-19 06:53:00,pending,5600.88,pix,96
791,167,2023-06-28 04:29:00,completed,5508.81,cartao_credito,83
792,278,2025-03-08 01:31:00,completed,1632.46,cartao_credito,5
793,457,2024-11-29 11:27:00,completed,8470.35,cartao_credito,369
794,369,2023-01-16 12:12:00,completed,1133.78,boleto,187
795,423,2024-09-26 10:28:00,completed,5432.84,pix,50
796,178,2023-10-22 18:00:00,completed,10833.0,cartao_credito,337
797,345,2024-11-16 17:16:00,completed,5173.41,cartao_credito,266
798,255,2025-03-07 05:37:00,completed,1935.63,cartao_credito,220
799,28,2024-07-18 08:18:00,pending,2150.94,cartao_credito,259
800,50,2023-04-09 02:09:00,completed,1451.36,pix,211
801,407,2024-11-05 15:15:00,completed,8127.8,boleto,371
802,265,2023-03-18 06:16:00,completed,9964.21,boleto,42
803,249,2023-01-24 01:09:00,completed,14634.16,boleto,337
804,214,2023-05-21 16:04:00,returned,370.66,pix,93
805,435,2023-06-23 23:05:00,completed,1862.85,boleto,256
806,465,2025-06-07 21:14:00,completed,1145.97,pix,44
807,167,2023-10-16 16:51:00,completed,275.79,cartao_credito,14
808,119,2024-03-09 11:41:00,completed,5854.85,boleto,387
809,75,2025-03-11 23:13:00,completed,10626.9,pix,275
810,126,2024-10-22 16:48:00,completed,4856.2,cartao_credito,105
811,158,2023-10-24 23:51:00,completed,9587.65,cartao_credito,189
812,280,2023-01-05 19:40:00,completed,7254.6,cartao_credito,392
813,454,2024-02-17 04:20:00,pending,1752.06,pix,188
814,26,2023-04-30 02:01:00,completed,1851.92,pix,319
815,72,2024-07-28 09:27:00,completed,8280.0,pix,10
816,219,2023-09-03 05:58:00,completed,10398.4,pix,118
817,240,2023-01-06 21:59:00,completed,1789.23,boleto,321
818,393,2025-02-18 19:21:00,pending,5472.09,boleto,118
819,236,2025-04-26 17:44:00,returned,2841.75,pix,256
820,371,2023-12-18 23:44:00,completed,7837.48,cartao_credito,153
821,251,2024-03-25 04:34:00,completed,3229.62,boleto,114
822,423,2024-12-25 13:02:00,completed,5602.05,boleto,365
823,214,2023-03-04 13:39:00,pending,1181.09,boleto,397
824,49,2025-01-13 23:24:00,completed,4540.07,boleto,48
825,417,2024-11-06 03:04:00,completed,1928.59,cartao_credito,385
826,296,2024-05-10 00:13:00,cancelled,3401.34,cartao_credito,265
827,107,2023-05-04 09:10:00,completed,1540.8,boleto,46
828,99,2024-06-20 04:46:00,completed,1024.91,pix,208
829,455,2023-03-30 13:11:00,completed,3079.38,cartao_credito,346
830,231,2023-07-03 11:31:00,completed,2855.52,cartao_credito,30
831,67,2023-05-09 15:23:00,completed,9625.4,pix,253
832,442,2023-01-25 13:06:00,completed,2716.42,pix,12
833,305,2023-04-02 20:10:00,completed,1349.1,boleto,307
834,53,2024-10-29 14:00:00,completed,1665.43,pix,38
835,195,2023-02-24 03:49:00,completed,3330.86,cartao_credito,278
836,342,2023-03-11 00:21:00,cancelled,1692.17,cartao_credito,266
837,382,2024-01-21 02:42:00,pending,2186.78,boleto,274
838,484,2024-02-21 01:32:00,completed,9037.45,pix,22
839,182,2023-09-19 04:04:00,completed,963.88,cartao_credito,95
840,370,2025-01-29 11:12:00,completed,7560.0,boleto,282
841,343,2023-05-24 08:13:00,completed,9336.75,boleto,109
842,471,2023-08-08 23:21:00,completed,10998.4,boleto,266
843,196,2023-09-03 16:04:00,completed,1455.24,boleto,333
844,425,2024-08-01 05:10:00,completed,1544.75,cartao_credito,138
845,54,2023-09-12 00:34:00,completed,3643.65,pix,37
846,153,2024-07-03 13:46:00,completed,5060.85,pix,222
847,289,2023-04-08 13:54:00,completed,2024.34,boleto,338
848,233,2023-11-29 18:40:00,completed,4643.41,boleto,318
849,423,2023-01-27 23:06:00,completed,645.21,cartao_credito,229
850,286,2023-03-01 22:34:00,returned,26370.15,cartao_credito,230
851,326,2025-04-20 01:31:00,pending,6790.8,pix,120
852,90,2023-06-23 04:34:00,completed,4485.33,cartao_credito,202
853,179,2025-08-11 18:23:00,pending,6753.82,boleto,165
854,363,2024-07-14 00:41:00,completed,2925.3,pix,306
855,486,2023-10-29 20:03:00,completed,1576.56,boleto,8
856,132,2023-02-15 00:03:00,completed,3733.11,boleto,34
857,6,2025-01-21 01:38:00,completed,2370.7,pix,264
858,273,2024-09-05 19:18:00,completed,657.31,pix,174
859,496,2025-05-18 22:40:00,completed,12967.43,boleto,153
860,483,2024-05-23 04:36:00,completed,2175.05,pix,311
861,107,2024-12-11 20:31:00,returned,1927.8,boleto,285
862,498,2023-07-29 09:19:00,pending,5237.37,pix,140
863,336,2024-03-18 06:52:00,completed,1731.99,boleto,4
864,390,2023-03-11 10:57:00,completed,702.22,boleto,373
865,394,2023-06-27 17:39:00,cancelled,2063.34,pix,199
866,176,2023-07-21 07:14:00,cancelled,1696.45,pix,37
867,7,2024-06-01 07:24:00,completed,1212.79,boleto,283
868,400,2023-02-27 23:00:00,completed,8773.7,cartao_credito,17
869,303,2024-07-16 03:55:00,pending,13787.54,pix,79
870,158,2025-02-23 05:08:00,completed,20985.4,cartao_credito,115
871,115,2024-09-26 06:30:00,completed,4279.35,boleto,199
872,95,2025-08-20 21:05:00,completed,6081.34,pix,389
873,99,2023-07-13 18:12:00,completed,752.14,boleto,93
874,329,2023-08-12 13:02:00,completed,1425.48,cartao_credito,90
875,237,2023-04-11 09:16:00,completed,79.77,boleto,243
876,291,2024-12-21 06:38:00,completed,4070.57,pix,64
877,368,2025-09-14 08:20:00,completed,3073.04,pix,53
878,366,2025-07-16 09:23:00,pending,5859.56,cartao_credito,287
879,238,2025-04-19 16:11:00,completed,1403.72,pix,152
880,38,2025-09-08 04:39:00,completed,1064.1,boleto,86
881,277,2024-12-28 01:52:00,completed,3384.87,pix,191
